idpiso,"imagen","descripcion",orden
1841,"Habitación_grande_Corpus_Christi_1.JPG","habitación grande",3
1841,"Habitación_media_calle_Corpus_Christi_1.JPG","Habitación media",4
1841,"Habitación_pequeña_calle_Corpus_Christi.JPG","habitación pequeña",5
1903,"habitacion_m.jpg","habitación 2",4
1903,"hab12.JPG","habitacion1",3
1903,"baño-cocina.jpg","cocina y baño",2
1903,"hab31.jpg","habitación 3",1
1045,"0311.JPG","salón",1
1905,"exterior12.jpg","fachada exterior",7
1905,"exterior11.jpg","fachada exterior",6
1905,"exterior1.jpg","fachada exterior",5
1905,"58.jpg","cocina moderna y con todas las facilidades",4
1905,"611.jpg","baño reformado y luminoso",3
1905,"86.jpg","salon comedor moderno y luminosso",2
1292,"P2070146.jpg","cocina",2
1292,"IMG_20170709_142303.jpg","salón1",1
1345,"Habitacion.JPG","Habitación",4
1345,"Salón11.jpg","Salón",5
1822,"IMG_20160628_181508.jpg","cocina",1
1822,"IMG_20160415_184430_1.jpg","habitacion",2
1822,"IMG_20160628_175955.jpg","salon",3
2004,"Habitación_3_con_cama_de_1,35_y_balcón_exterior.jpg","Habitación 3 con cama de 1,35 y balcón",2
2004,"Habitación_2_de_13_m.jpg","Habitación con cama de 1,35 exterior",1
1918,"habitacion2(1)2.jpg","Habitaciones normales ",3
1918,"salon15.jpg","Salón",1
1918,"habitacion2(1)3.jpg","Habitaciones normales ",6
1918,"habitacion34.jpg","habitaciones grandes",2
1918,"baño31.jpg","Baño",5
1918,"cocina111.jpg","Cocina con galería",4
2042,"20150716_130452.jpg","Habitación con vistas al patio",4
2042,"20150716_130152.jpg","Habitación con vistas a la calle Lepanto",3
2042,"20150716_131204.jpg","Baño",2
2042,"20150716_131812.jpg","Cocina",1
2038,"20180512_103017.jpg","Cuarto de baño",10
2038,"20180512_102954_001.jpg","Cuarto de baño",9
2038,"20180512_103240.jpg","Cocina",8
1870,"112_114445925721.jpg","EXTERIOR PISO",3
1870,"IMG-20150909-WA0004.jpg","PASEO AL LADO DEL PISO",2
1957,"0DE1A5D5-2003-437F-AB24-32B3D7266625.jpeg","Dormitorio 2",7
1957,"89D80B00-9377-4737-A246-BAB5B82F8053.jpeg","Baño 1",6
1957,"B6A797D2-E98A-4AC7-8758-6AF59288FD2B.jpeg","Dormitorio",4
1957,"F25A4911-583F-4BD7-8B39-5A39BD041122.jpeg","Baño 2",5
1957,"A44202ED-875E-48CC-9929-288CAF557BBE.jpeg","Salón 2",3
1684,"IMG_20140730_125748.jpg","habitacion",1
1047,"CAM005641.jpg","habitacion",15
1870,"IMG-20150909-WA00031.jpg","salón comedor con sofá amplio",1
1752,"20160330_123251.jpg","salón",3
916,"DSC_0055.JPG","COCINA",11
916,"DSC_00551.JPG","COCINA",12
916,"DSC_00552.JPG","COCINA",13
916,"DSC_00553.JPG","COCINA",14
828,"DSCF0019.JPG","Baño",6
2040,"IMG_20180530_114031.jpg","Dormitorio 1",3
2040,"IMG_20180530_114020.jpg","salón, falta la tele, la tendrá",2
2039,"IMG_0179.JPG_051_.JPG","Salón Tv",5
2039,"IMG_00831.JPG","Aseo",6
2039,"IMG_0179.JPG_866_.JPG","Cama",3
1664,"3agrande.jpg","H grandea",3
1664,"49.jpg","Baño",2
1664,"Cocina15.jpg","Cocina reformada",1
2018,"20170827_151200.jpg","Habitación ",1
1707,"IMG-20140908-WA0000.jpg","",1
1856,"10baño.JPG","baño",2
1931,"55996fb1cb6d9-2013-07-16-19-31-12.jpg","Baño",6
1931,"55996ffeddf9e-20150623-164918.jpg","Habitación",3
1931,"55996fb67cb80-20140606-230248.jpg","Salón",5
1931,"55996fb67cb80-20140606-2302481.jpg","Salón",7
1030,"P5110629.JPG","habitación doble",2
2038,"vista_parcial_cocina.jpg","Cocina",3
2038,"cuarto_de_baño1.jpg","Cuarto de baño",5
1916,"piso_de_3_dormitorios_en_valladolid_1710003455227270712.jpg","vistas desde el piso",1
1169,"20160927_115538.jpg","cocina completa con terraza y despensa",3
1601,"todas_200.jpg","salon-comedor",1
1957,"2C6348C5-776F-45A7-B29F-0856C09A793F.jpeg","Salón ",2
2038,"cuarto_de_baño2.jpg","Cuarto de baño",2
2038,"Habitación_dormitorio_4.jpg","Habitación Individual",4
2038,"Habitación-Dormitorio.jpg","Habitación Individual",1
1936,"5habitacion21.JPG","habitacion1",4
1936,"10baño1.JPG","baño",3
1856,"2salon.JPG","salon",6
1936,"1salon2.JPG","salon",1
1936,"9cocina_(2)1.JPG","cocina",2
1936,"7habitacion3a1.JPG","habitacion2",5
1905,"710.jpg","salon comedor moderno y luminosso",1
2049,"DSC01995.JPG","habitación",1
1939,"IMG_20160903_121122.jpg","Habitación",1
1939,"IMG_20160903_124058.jpg","Cocina",2
2048,"habi.3_.JPG","habitacion individual.3",5
2048,"IMG-20160116-WA0001.jpg","baño",4
2048,"IMG-20160116-WA0005.jpg","cocina",3
2048,"IMG-20160116-WA0000.jpg","salon",2
835,"PIC00012.JPG","Habitación 3",5
835,"PIC00018.JPG","Habitación 2",4
835,"PIC00005.JPG","Habitación 1",3
835,"PIC00009.JPG","Cocina",2
835,"PIC00001.JPG","Salón",1
1969,"IMG_1074.JPG","baño",2
1969,"IMG_1072.JPG","cocina",1
1140,"IMG_1533_(1).jpg","cuarto de baño",4
1140,"IMG_1529.jpg","cocina",5
1169,"20160927_120353.jpg","salon exterior y luminoso",1
1169,"20160927_115808.jpg","3 habitaciones con mesa de estudio, armario y estanteria,calefaccion de gas ciudad y doble ventana",4
1169,"20160927_120113.jpg","amplias habitaciones",5
1169,"20160927_115741.jpg","habitacion individual",6
359,"IMG_65674.JPG","Pasillo",5
367,"HABITACION3.jpg","HABITACIÓN 3",11
367,"recibidor2.jpg","DISTRIBUIDOR",12
367,"salon14.JPG","SALON 3",13
396,"IMG_20170922_170910.jpg","Habitación 2 - 2",4
397,"salon.JPG","Salón",4
397,"cocina.JPG","Cocina",5
397,"baño.JPG","Baño",6
397,"salon_b.JPG","Salón",7
411,"1405871241888.jpg","salon",11
411,"IMG_20150827_105816.jpg","Habitación individual",12
516,"la_foto_(11).jpg","habitación 2",10
516,"la_foto_(10).jpg","habitación 3",11
516,"la_foto_(12).jpg","habitación 3",12
661,"habitación_doble_casa21.jpg","Habitación doble o pareja",5
669,"P1210079.JPG","RECIBIDOR",8
669,"P1210043.JPG","PASILLO",9
669,"P5250057.JPG","HABITACION 2",10
684,"ultimas_012.jpg","jardin",5
693,"2012-09-10-1272.jpg","Ventanas nuevas",11
693,"2013-09-27-4575.jpg","Habitaciónes",12
693,"2013-09-27-4578.jpg","Habitaciónes",13
693,"2012-09-21-1458.jpg","Habitaciónes",14
695,"P10102051.JPG","Habitación 4",6
695,"P1010204.JPG","Baño 2",7
696,"DSC_0036_stitch.jpg","Cocina",4
696,"pq2.jpg","Baño",5
708,"COCINA.JPG","COCINA",8
708,"SALON1.JPG","SALON 1",9
708,"SALON2.JPG","SALON 2",10
708,"BAÑO1.JPG","BAÑO1",11
708,"BAÑO2.JPG","BAÑO 2",12
708,"TERRAZA-1.JPG","TERRAZA",13
708,"TERRAZA-2.JPG","TERRAZA 2",14
716,"Imagen_0016.jpg","a_vista exterior",3
831,"DSCF1381.JPG","Baño",7
831,"DSCF13741.JPG","Galería + lavadora",8
831,"DSCF1382.JPG","Pasillo",9
837,"cociona.jpg","Cocina",5
841,"Pasillo.JPG","Pasillo",11
841,"Hab3.1_(200)_.JPG","habitación individual 3",12
841,"plano.jpg","Plano de situación",13
841,"Hab3.2_(210)_1.JPG","habitación individual 3",14
841,"Hab3.3_(210)_1.JPG","habitación individual 3",15
841,"Hab3.4_(210)_.JPG","Galería (ventana hab.3)",16
841,"Hab3.5_(210)_.JPG","Galería (ventana hab.3)",17
842,"IMG_4759.JPG","habitación",4
848,"DSC_00441.JPG","Habitacion 1",10
848,"DSC_00442.JPG","Habitacion 1",11
848,"4791.JPG","comedor",12
848,"4792.JPG","comedor",13
908,"IMG_20170808_1540051.jpg","cocina",9
908,"IMG_20170808_154005.jpg","cocina",10
946,"09.JPG","Aseo",8
946,"102.JPG","Terraza",9
946,"DSC00568.JPG","Salón comedor",10
979,"20121201_esteban_garcia_chico_010.jpg","BAÑO",8
979,"20120916_fotos_esteban_garcia_chico_0091.jpg","ASCENSOR",9
991,"vistas1.JPG","Vistas de la terracita",4
1029,"P92800891.JPG","Edificio viviendas",7
1029,"P92800921.JPG","Vistas",8
1029,"P9280104.JPG","Salón foto-2",9
1029,"P9280107.JPG","Cocina",10
1032,"P10707572.JPG","Habitacion doble con armario",4
1045,"035.JPG","cocina",7
1045,"0051.JPG","cocina",8
1045,"0101.JPG","baño",9
1045,"013_(2).JPG","baño",10
1045,"002_-_copia.JPG","Cocina",11
1051,"IMG_3968.JPG","galeria",11
1051,"IMG_3962.JPG","entrada",12
1051,"20130311_191712.jpg","fachada",13
1083,"DSCN6006.JPG","BAÑO",5
1083,"DSCN6007.JPG","HALL",6
1087,"otoño2010_1021.jpg","baño",4
1087,"otoño2010_1038.jpg","cocina",5
1152,"2013-07-19_09.28_.39_.jpg","habitacion individual",6
1153,"Vista_Universidad.JPG","vista a la universidad",6
1203,"557.jpg","Galería",5
1246,"DSC_29982.JPG","Dormitorio",10
1246,"DSC_3000.JPG","Dormitorio",11
1246,"DSC_30001.JPG","Dormitorio",12
1275,"valladolid-cocina.JPG","cocina",7
1275,"valladolid-cocina_-_copia_-_copia.JPG","cocina",8
1313,"DSC_0010.jpg","MOBILIARIO NUEVO",6
1321,"DSCN1246.JPG","Baño 1",8
1321,"DSCN1255.JPG","Baño 2",9
1321,"DSCN12421.JPG","Detalle dormitorio 2",10
1332,"IMG_0382.JPG","Fachada",6
1350,"pa_flor_dorm_2_poner_esta_11.JPG","habitacion",5
1368,"P82701291.JPG","habitacion",5
1432,"00_019.jpg","HABITACION 3",16
1432,"00_021.jpg","HABITACION 3",17
1432,"00_018.jpg","ENTRADA",18
1432,"00_015.jpg","PASILLO",19
1432,"00_014.jpg","PASILLO",20
1432,"00_016.jpg","PASILLO",21
1625,"IMG_0342.JPG","dormitorio principal",7
1625,"IMG_0336.JPG","vista 2 de baño",8
1664,"Mediana.jpg","Mediana",8
1664,"3cgrande.PNG","H grandec",9
1684,"IMG_20160718_210539.jpg","Habitación",9
1691,"Baño12.jpg","Baño",4
1691,"Cocina13.jpg","Cocina",5
1707,"IMG-20140908-WA0000.jpg","habitacion 1",6
1719,"2017_Junio_Cocina_Vista_1.jpg","Cocina",4
1719,"Baño_21.jpg","Baño. Vista 2",5
1774,"148.jpg","baño",5
1776,"cocinaportillo.jpg","COCINA",5
1803,"IMG_6900_altura_1024.jpg","salón-comedor",5
1848,"20150825_203055.jpg","Habitacion",5
1863,"00_piso_porvenir_(10)1.jpg","HAB 3",5
1870,"thumbnail_Foto01072.jpg","HABITACION INDIVIDUAL",8
1870,"p2_(2).jpg","UNA HABITACION",9
1871,"IMG_7315.JPG","cocina",6
1903,"salon14.jpg","salón",5
1905,"exterior13.jpg","fachada exterior",9
1905,"1114.jpg","habitacion naranja",10
1905,"180.jpg","habitacion verde",11
1916,"thumbnail_Foto0107.jpg","HABITACION INDIVIDUAL",4
1966,"20170520_210053.jpg","Amplio salón",5
1972,"P10-3150006.JPG","dormitorio",6
1972,"piso.Renedo_.dormitorio_1.JPG","dormitorio",7
1978,"IMG_3910.JPG","salón",5
1982,"BAÑO_11.jpg","baño",4
1989,"20170714_155802.jpg","baño",4
1989,"foto_habitacion.jpg","habitación 1",5
1991,"F52.jpg","baño",5
1995,"Habitación_25.jpg","Habitación 2",10
1995,"Hab._Principal_1.JPG","Hab. Principal",11
1998,"dormitorio_2_2.jpeg","Dormitorio 2",8
1999,"Salita_al_patio1.jpg","SALITA AL PATIO",6
2004,"Baño19.jpg","Baño",5
2004,"20170730_134203.jpg","Cocina",6
2010,"20170808_201435.jpg","terraza común",7
2010,"IMG-20170830-WA00211.jpg","salon",8
2012,"IMAG43651.jpg","COCINA",4
2027,"BAÑO-2.jpg","Baño",4
2042,"20150716_130749.jpg","Habitación pequeña",5
2042,"20150716_1307491.jpg","Habitación pequeña",6
2046,"IMG_20180607_184845.jpg","habitacion individual",5
2050,"CIMG0308.JPG","Habitación 1",5
2063,"Cocina.JPG","",5
2063,"Cocina.JPG","Cocina",6
2079,"1532100746621_fact_1.jpg","Habitación",5
2084,"DSC01390.JPG","Habitación 2",5
2084,"DSC01392.JPG","Baño pequeño",6
2085,"DSC01582.JPG","Salon",4
2085,"DSC01584.JPG","Cocina",5
2095,"20180828_134904.jpg","SALA DE ESTAR",5
2096,"baño2.jpg","baño 2",6
2099,"galicia_octubre_09_005.jpg","",6
2103,"IMG_20180919_191214.jpg","baño 1",4
2103,"IMG_20180919_191932.jpg","cocina",5
2104,"111.JPG",".",4
2104,"1191.JPG",".",5
